ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
GulfArabic-48_liver-1-1,GulfArabic-48_liver-1,ʧibd,liver,False,expert,Ratcliffe2021,,,
YemeniticArabic-48_liver-1-1,YemeniticArabic-48_liver-1,kabdih*,liver,False,expert,Ratcliffe2021,,,
NigerianArabic-48_liver-1-1,NigerianArabic-48_liver-1,kibde,liver,False,expert,Ratcliffe2021,,,
Buxari-48_liver-1-1,Buxari-48_liver-1,kabda,liver,False,expert,Ratcliffe2021,,,
Kinubi-48_liver-1-1,Kinubi-48_liver-1,*koobda,liver,False,expert,Ratcliffe2021,,,
MoroccanArabic-49_long-1-1,MoroccanArabic-49_long-1,tˁwi_l,long,False,expert,Ratcliffe2021,,,
Maltese-49_long-1-1,Maltese-49_long-1,twil,long,False,expert,Ratcliffe2021,,,
Cairene-49_long-1-1,Cairene-49_long-1,tˁaw_i:l,long,False,expert,Ratcliffe2021,,,
Damascene-49_long-1-1,Damascene-49_long-1,tˁawi:_l,long,False,expert,Ratcliffe2021,,,
Iraqi-49_long-1-1,Iraqi-49_long-1,tˁuwi:_l,long,False,expert,Ratcliffe2021,,,
Soukhne-49_long-1-1,Soukhne-49_long-1,tˁawi:_l,long,False,expert,Ratcliffe2021,,,
AqraArbilArabic-49_long-1-1,AqraArbilArabic-49_long-1,tˁ-w-_l,long,False,expert,Ratcliffe2021,,,
CypriotArabic-49_long-1-1,CypriotArabic-49_long-1,tˁ-w-_l,long,False,expert,Ratcliffe2021,,,
GulfArabic-49_long-1-1,GulfArabic-49_long-1,tˤawii_l,long,False,expert,Ratcliffe2021,,,
YemeniticArabic-49_long-1-1,YemeniticArabic-49_long-1,tˁawi:_l,long,False,expert,Ratcliffe2021,,,
NigerianArabic-49_long-1-1,NigerianArabic-49_long-1,tˁawil,long,False,expert,Ratcliffe2021,,,
Buxari-49_long-1-1,Buxari-49_long-1,ta’viil,long,False,expert,Ratcliffe2021,,,
Kinubi-49_long-1-1,Kinubi-49_long-1,towil,long,False,expert,Ratcliffe2021,,,
MoroccanArabic-50_louse-1-1,MoroccanArabic-50_louse-1,qe_mla,louse,False,expert,Ratcliffe2021,,,
Maltese-50_louse-1-1,Maltese-50_louse-1,ʔam_la,louse,False,expert,Ratcliffe2021,,,
Cairene-50_louse-1-1,Cairene-50_louse-1,ʔam_la*,louse,False,expert,Ratcliffe2021,,,
Damascene-50_louse-1-1,Damascene-50_louse-1,ʔaml_e,louse,False,expert,Ratcliffe2021,,,
Iraqi-50_louse-1-1,Iraqi-50_louse-1,gamlˁ_a,louse,False,expert,Ratcliffe2021,,,
Soukhne-50_louse-1-1,Soukhne-50_louse-1,kamlˤ,louse,False,expert,Ratcliffe2021,,,
CypriotArabic-50_louse-1-1,CypriotArabic-50_louse-1,q-m-_l,louse,False,expert,Ratcliffe2021,,,
GulfArabic-50_louse-1-1,GulfArabic-50_louse-1,gaml_a,louse,False,expert,Ratcliffe2021,,,
YemeniticArabic-50_louse-1-1,YemeniticArabic-50_louse-1,gaml_eh,louse,False,expert,Ratcliffe2021,,,
Buxari-50_louse-1-1,Buxari-50_louse-1,qamla,louse,False,expert,Ratcliffe2021,,,
MoroccanArabic-51_man-1-1,MoroccanArabic-51_man-1,rˁaʒ_el,man,False,expert,Ratcliffe2021,,,
Maltese-51_man-1-1,Maltese-51_man-1,raʤ_el,man,False,expert,Ratcliffe2021,,,
Cairene-51_man-1-1,Cairene-51_man-1,rˁa:_gil,man,False,expert,Ratcliffe2021,,,
Damascene-51_man-1-1,Damascene-51_man-1,rəʤʤ_a:l,man,False,expert,Ratcliffe2021,,,
Iraqi-51_man-1-1,Iraqi-51_man-1,riʤʤ_a:l,man,False,expert,Ratcliffe2021,,,
AqraArbilArabic-51_man-1-1,AqraArbilArabic-51_man-1,raʤə_l,man,False,expert,Ratcliffe2021,,,
GulfArabic-51_man-1-1,GulfArabic-51_man-1,rayya_al,man,False,expert,Ratcliffe2021,,,
YemeniticArabic-51_man-1-1,YemeniticArabic-51_man-1,raʤʤ_a:l,man,False,expert,Ratcliffe2021,,,
NigerianArabic-51_man-1-1,NigerianArabic-51_man-1,raʤil,man,False,expert,Ratcliffe2021,,,
Kinubi-51_man-1-1,Kinubi-51_man-1,ragi,man,False,expert,Ratcliffe2021,,,
Cairene-52_many-1-1,Cairene-52_many-1,kitii_r,many,False,expert,Ratcliffe2021,,,
Damascene-52_many-1-1,Damascene-52_many-1,kti:r,many,False,expert,Ratcliffe2021,,,
Soukhne-52_many-1-1,Soukhne-52_many-1,ʧθi:r,many,False,expert,Ratcliffe2021,,,
AqraArbilArabic-52_many-1-1,AqraArbilArabic-52_many-1,kəti:r,many,False,expert,Ratcliffe2021,,,
CypriotArabic-52_many-1-1,CypriotArabic-52_many-1,xtir,many,False,expert,Ratcliffe2021,,,
YemeniticArabic-52_many-1-1,YemeniticArabic-52_many-1,kaθi:_r,many,False,expert,Ratcliffe2021,,,
NigerianArabic-52_many-1-1,NigerianArabic-52_many-1,kati:r,many,False,expert,Ratcliffe2021,,,
Buxari-52_many-1-1,Buxari-52_many-1,ka’siir,many,False,expert,Ratcliffe2021,,,
Kinubi-52_many-1-1,Kinubi-52_many-1,*milan,many,False,expert,Ratcliffe2021,,,
MoroccanArabic-53_meat-1-1,MoroccanArabic-53_meat-1,lħa_m,meat,False,expert,Ratcliffe2021,,,
Maltese-53_meat-1-1,Maltese-53_meat-1,laħa_m,meat,False,expert,Ratcliffe2021,,,
Cairene-53_meat-1-1,Cairene-53_meat-1,laħ_ma,meat,False,expert,Ratcliffe2021,,,
Iraqi-53_meat-1-1,Iraqi-53_meat-1,laħa_m,meat,False,expert,Ratcliffe2021,,,
Soukhne-53_meat-1-1,Soukhne-53_meat-1,laħm,meat,False,expert,Ratcliffe2021,,,
AqraArbilArabic-53_meat-1-1,AqraArbilArabic-53_meat-1,laħə_m,meat,False,expert,Ratcliffe2021,,,
CypriotArabic-53_meat-1-1,CypriotArabic-53_meat-1,l-ħ-_m,meat,False,expert,Ratcliffe2021,,,
GulfArabic-53_meat-1-1,GulfArabic-53_meat-1,laħa_m,meat,False,expert,Ratcliffe2021,,,
YemeniticArabic-53_meat-1-1,YemeniticArabic-53_meat-1,laħm,meat,False,expert,Ratcliffe2021,,,
NigerianArabic-53_meat-1-1,NigerianArabic-53_meat-1,la:ma,meat,False,expert,Ratcliffe2021,,,
Buxari-53_meat-1-1,Buxari-53_meat-1,læħəm,meat,False,expert,Ratcliffe2021,,,
Kinubi-53_meat-1-1,Kinubi-53_meat-1,la:m,meat,False,expert,Ratcliffe2021,,,
MoroccanArabic-54_moon-1-1,MoroccanArabic-54_moon-1,ga_mrˁ_a,moon,False,expert,Ratcliffe2021,,,
Maltese-54_moon-1-1,Maltese-54_moon-1,ʔam_ar,moon,False,expert,Ratcliffe2021,,,
Cairene-54_moon-1-1,Cairene-54_moon-1,ʔam_ar,moon,False,expert,Ratcliffe2021,,,
Damascene-54_moon-1-1,Damascene-54_moon-1,ʔama_rˁ,moon,False,expert,Ratcliffe2021,,,
Iraqi-54_moon-1-1,Iraqi-54_moon-1,gum_ar,moon,False,expert,Ratcliffe2021,,,
Soukhne-54_moon-1-1,Soukhne-54_moon-1,kama_rˤ,moon,False,expert,Ratcliffe2021,,,
CypriotArabic-54_moon-1-1,CypriotArabic-54_moon-1,q-m-_r,moon,False,expert,Ratcliffe2021,,,
GulfArabic-54_moon-1-1,GulfArabic-54_moon-1,gama_r,moon,False,expert,Ratcliffe2021,,,
YemeniticArabic-54_moon-1-1,YemeniticArabic-54_moon-1,gama_r,moon,False,expert,Ratcliffe2021,,,
NigerianArabic-54_moon-1-1,NigerianArabic-54_moon-1,gamar,moon,False,expert,Ratcliffe2021,,,
Buxari-54_moon-1-1,Buxari-54_moon-1,qamar,moon,False,expert,Ratcliffe2021,,,
MoroccanArabic-55_mountain-1-1,MoroccanArabic-55_mountain-1,ʒbe_l,mountain,False,expert,Ratcliffe2021,,,
Cairene-55_mountain-1-1,Cairene-55_mountain-1,gab_al*,mountain,False,expert,Ratcliffe2021,,,
Damascene-55_mountain-1-1,Damascene-55_mountain-1,ʤab_al,mountain,False,expert,Ratcliffe2021,,,
Iraqi-55_mountain-1-1,Iraqi-55_mountain-1,ʤiba_l,mountain,False,expert,Ratcliffe2021,,,
Soukhne-55_mountain-1-1,Soukhne-55_mountain-1,ʦaba_l,mountain,False,expert,Ratcliffe2021,,,
AqraArbilArabic-55_mountain-1-1,AqraArbilArabic-55_mountain-1,ʤab_al,mountain,False,expert,Ratcliffe2021,,,
CypriotArabic-55_mountain-1-1,CypriotArabic-55_mountain-1,ʒipel,mountain,False,expert,Ratcliffe2021,,,
GulfArabic-55_mountain-1-1,GulfArabic-55_mountain-1,ʤiba_l,mountain,False,expert,Ratcliffe2021,,,
YemeniticArabic-55_mountain-1-1,YemeniticArabic-55_mountain-1,ʤab_al*,mountain,False,expert,Ratcliffe2021,,,
Buxari-55_mountain-1-1,Buxari-55_mountain-1,dƷabal,mountain,False,expert,Ratcliffe2021,,,
Kinubi-55_mountain-1-1,Kinubi-55_mountain-1,ʤebel,mountain,False,expert,Ratcliffe2021,,,
MoroccanArabic-56_mouth-1-1,MoroccanArabic-56_mouth-1,fo_mm,mouth,False,expert,Ratcliffe2021,,,
YemeniticArabic-56_mouth-1-1,YemeniticArabic-56_mouth-1,fum_m*,mouth,False,expert,Ratcliffe2021,,,
MoroccanArabic-57_name-1-1,MoroccanArabic-57_name-1,smi_ja,name,False,expert,Ratcliffe2021,,,
Maltese-57_name-1-1,Maltese-57_name-1,ise_m,name,False,expert,Ratcliffe2021,,,
Cairene-57_name-1-1,Cairene-57_name-1,ism,name,False,expert,Ratcliffe2021,,,
Damascene-57_name-1-1,Damascene-57_name-1,ʔəsə_m,name,False,expert,Ratcliffe2021,,,
Iraqi-57_name-1-1,Iraqi-57_name-1,ʔisim,name,False,expert,Ratcliffe2021,,,
Soukhne-57_name-1-1,Soukhne-57_name-1,ism,name,False,expert,Ratcliffe2021,,,
AqraArbilArabic-57_name-1-1,AqraArbilArabic-57_name-1,əsəm,name,False,expert,Ratcliffe2021,,,
CypriotArabic-57_name-1-1,CypriotArabic-57_name-1,ʔ-s-_m,name,False,expert,Ratcliffe2021,,,
GulfArabic-57_name-1-1,GulfArabic-57_name-1,isim,name,False,expert,Ratcliffe2021,,,
YemeniticArabic-57_name-1-1,YemeniticArabic-57_name-1,ʔism,name,False,expert,Ratcliffe2021,,,
NigerianArabic-57_name-1-1,NigerianArabic-57_name-1,isim,name,False,expert,Ratcliffe2021,,,
Buxari-57_name-1-1,Buxari-57_name-1,ʔisim,name,False,expert,Ratcliffe2021,,,
Kinubi-57_name-1-1,Kinubi-57_name-1,*asma,name,False,expert,Ratcliffe2021,,,
MoroccanArabic-58_neck-1-1,MoroccanArabic-58_neck-1,ʕenq,neck,False,expert,Ratcliffe2021,,,
Maltese-58_neck-1-1,Maltese-58_neck-1,ʕonʔ,neck,False,expert,Ratcliffe2021,,,
MoroccanArabic-59_new-1-1,MoroccanArabic-59_new-1,ʒdi_d,new,False,expert,Ratcliffe2021,,,
Maltese-59_new-1-1,Maltese-59_new-1,ʤdi_da,new,False,expert,Ratcliffe2021,,,
Cairene-59_new-1-1,Cairene-59_new-1,gidii_d,new,False,expert,Ratcliffe2021,,,
Damascene-59_new-1-1,Damascene-59_new-1,ʤdi:_d,new,False,expert,Ratcliffe2021,,,
Iraqi-59_new-1-1,Iraqi-59_new-1,ʤidi:_d,new,False,expert,Ratcliffe2021,,,
Soukhne-59_new-1-1,Soukhne-59_new-1,ʦadi:_d,new,False,expert,Ratcliffe2021,,,
AqraArbilArabic-59_new-1-1,AqraArbilArabic-59_new-1,ʤədi_:d,new,False,expert,Ratcliffe2021,,,
CypriotArabic-59_new-1-1,CypriotArabic-59_new-1,ʒtit_ʤ-_d-d,new,False,expert,Ratcliffe2021,,,
GulfArabic-59_new-1-1,GulfArabic-59_new-1,ʤadi_id,new,False,expert,Ratcliffe2021,,,
YemeniticArabic-59_new-1-1,YemeniticArabic-59_new-1,ʤadi_:d,new,False,expert,Ratcliffe2021,,,
NigerianArabic-59_new-1-1,NigerianArabic-59_new-1,ʤadi:d,new,False,expert,Ratcliffe2021,,,
Buxari-59_new-1-1,Buxari-59_new-1,dƷadiid,new,False,expert,Ratcliffe2021,,,
Kinubi-59_new-1-1,Kinubi-59_new-1,ʤedid,new,False,expert,Ratcliffe2021,,,
MoroccanArabic-60_night-1-1,MoroccanArabic-60_night-1,lila,night,False,expert,Ratcliffe2021,,,
Maltese-60_night-1-1,Maltese-60_night-1,lejl,night,False,expert,Ratcliffe2021,,,
Cairene-60_night-1-1,Cairene-60_night-1,leel_a,night,False,expert,Ratcliffe2021,,,
Damascene-60_night-1-1,Damascene-60_night-1,leele,night,False,expert,Ratcliffe2021,,,
Iraqi-60_night-1-1,Iraqi-60_night-1,leela,night,False,expert,Ratcliffe2021,,,
Soukhne-60_night-1-1,Soukhne-60_night-1,leeli,night,False,expert,Ratcliffe2021,,,
AqraArbilArabic-60_night-1-1,AqraArbilArabic-60_night-1,lajl,night,False,expert,Ratcliffe2021,,,
CypriotArabic-60_night-1-1,CypriotArabic-60_night-1,l-y-l,night,False,expert,Ratcliffe2021,,,
GulfArabic-60_night-1-1,GulfArabic-60_night-1,leel,night,False,expert,Ratcliffe2021,,,
YemeniticArabic-60_night-1-1,YemeniticArabic-60_night-1,lajl,night,False,expert,Ratcliffe2021,,,
NigerianArabic-60_night-1-1,NigerianArabic-60_night-1,le:le,night,False,expert,Ratcliffe2021,,,
Buxari-60_night-1-1,Buxari-60_night-1,layl,night,False,expert,Ratcliffe2021,,,
MoroccanArabic-61_nose-1-1,MoroccanArabic-61_nose-1,nif,nose,False,expert,Ratcliffe2021,,,
Damascene-61_nose-1-1,Damascene-61_nose-1,ʔənf,nose,False,expert,Ratcliffe2021,,,
AqraArbilArabic-61_nose-1-1,AqraArbilArabic-61_nose-1,ənf,nose,False,expert,Ratcliffe2021,,,
Buxari-61_nose-1-1,Buxari-61_nose-1,ʔanf,nose,False,expert,Ratcliffe2021,,,
CypriotArabic-62_not-1-1,CypriotArabic-62_not-1,l-ʔ,not,False,expert,Ratcliffe2021,,,
MoroccanArabic-63_one-1-1,MoroccanArabic-63_one-1,wa_ħed,one,False,expert,Ratcliffe2021,,,
Maltese-63_one-1-1,Maltese-63_one-1,wi:ħ_ed,one,False,expert,Ratcliffe2021,,,
Cairene-63_one-1-1,Cairene-63_one-1,wa:_ħid,one,False,expert,Ratcliffe2021,,,
Damascene-63_one-1-1,Damascene-63_one-1,wa:ħ_ed,one,False,expert,Ratcliffe2021,,,
Iraqi-63_one-1-1,Iraqi-63_one-1,wa:ħi_d,one,False,expert,Ratcliffe2021,,,
Soukhne-63_one-1-1,Soukhne-63_one-1,weeħ_di,one,False,expert,Ratcliffe2021,,,
AqraArbilArabic-63_one-1-1,AqraArbilArabic-63_one-1,weeħ_əd,one,False,expert,Ratcliffe2021,,,
CypriotArabic-63_one-1-1,CypriotArabic-63_one-1,exen,one,False,expert,Ratcliffe2021,,,
GulfArabic-63_one-1-1,GulfArabic-63_one-1,waaħ_id,one,False,expert,Ratcliffe2021,,,
YemeniticArabic-63_one-1-1,YemeniticArabic-63_one-1,wa:ħi_d,one,False,expert,Ratcliffe2021,,,
NigerianArabic-63_one-1-1,NigerianArabic-63_one-1,wa:hid,one,False,expert,Ratcliffe2021,,,
Buxari-63_one-1-1,Buxari-63_one-1,waaħid,one,False,expert,Ratcliffe2021,,,
Kinubi-63_one-1-1,Kinubi-63_one-1,wai,one,False,expert,Ratcliffe2021,,,
Soukhne-64_person-1-1,Soukhne-64_person-1,insa:_n_a:da_mi,person,False,expert,Ratcliffe2021,,,
CypriotArabic-64_person-1-1,CypriotArabic-64_person-1,insan_ʔ-n-s,person,False,expert,Ratcliffe2021,,,
Cairene-65_rain-1-1,Cairene-65_rain-1,mat_ˁar,rain,False,expert,Ratcliffe2021,,,
Damascene-65_rain-1-1,Damascene-65_rain-1,mˁatˁ_arˁ,rain,False,expert,Ratcliffe2021,,,
Iraqi-65_rain-1-1,Iraqi-65_rain-1,mutˁ_ar,rain,False,expert,Ratcliffe2021,,,
Soukhne-65_rain-1-1,Soukhne-65_rain-1,matˁ_ar,rain,False,expert,Ratcliffe2021,,,
AqraArbilArabic-65_rain-1-1,AqraArbilArabic-65_rain-1,matˁ_ar,rain,False,expert,Ratcliffe2021,,,
GulfArabic-65_rain-1-1,GulfArabic-65_rain-1,matˤ_ar,rain,False,expert,Ratcliffe2021,,,
YemeniticArabic-65_rain-1-1,YemeniticArabic-65_rain-1,matˁ_ar,rain,False,expert,Ratcliffe2021,,,
NigerianArabic-65_rain-1-1,NigerianArabic-65_rain-1,almatˁara,rain,False,expert,Ratcliffe2021,,,
Buxari-65_rain-1-1,Buxari-65_rain-1,mata’ra,rain,False,expert,Ratcliffe2021,,,
Kinubi-65_rain-1-1,Kinubi-65_rain-1,matara,rain,False,expert,Ratcliffe2021,,,
MoroccanArabic-66_red-1-1,MoroccanArabic-66_red-1,ħm_erˁ,red,False,expert,Ratcliffe2021,,,
Maltese-66_red-1-1,Maltese-66_red-1,aħm_ar,red,False,expert,Ratcliffe2021,,,
Cairene-66_red-1-1,Cairene-66_red-1,aħm_ar,red,False,expert,Ratcliffe2021,,,
Damascene-66_red-1-1,Damascene-66_red-1,ʔaħm_ar,red,False,expert,Ratcliffe2021,,,
Iraqi-66_red-1-1,Iraqi-66_red-1,ʔaħm_ar,red,False,expert,Ratcliffe2021,,,
Soukhne-66_red-1-1,Soukhne-66_red-1,ʔaħm_arˁ,red,False,expert,Ratcliffe2021,,,
AqraArbilArabic-66_red-1-1,AqraArbilArabic-66_red-1,aħma_r,red,False,expert,Ratcliffe2021,,,
CypriotArabic-66_red-1-1,CypriotArabic-66_red-1,axma_r_ħ-m-_r,red,False,expert,Ratcliffe2021,,,
GulfArabic-66_red-1-1,GulfArabic-66_red-1,ʔaħm_ar,red,False,expert,Ratcliffe2021,,,
YemeniticArabic-66_red-1-1,YemeniticArabic-66_red-1,ʔaħm_ar,red,False,expert,Ratcliffe2021,,,
NigerianArabic-66_red-1-1,NigerianArabic-66_red-1,e:mar,red,False,expert,Ratcliffe2021,,,
Buxari-66_red-1-1,Buxari-66_red-1,ʔaħmar,red,False,expert,Ratcliffe2021,,,
Kinubi-66_red-1-1,Kinubi-66_red-1,‘amer,red,False,expert,Ratcliffe2021,,,
MoroccanArabic-67_road-1-1,MoroccanArabic-67_road-1,tˁrˁiq,road,False,expert,Ratcliffe2021,,,
Maltese-67_road-1-1,Maltese-67_road-1,triʔ,road,False,expert,Ratcliffe2021,,,
Cairene-67_road-1-1,Cairene-67_road-1,tˁari:ʔ,road,False,expert,Ratcliffe2021,,,
Damascene-67_road-1-1,Damascene-67_road-1,tˁari:ʔ,road,False,expert,Ratcliffe2021,,,
Iraqi-67_road-1-1,Iraqi-67_road-1,tˁari:q,road,False,expert,Ratcliffe2021,,,
Soukhne-67_road-1-1,Soukhne-67_road-1,tˁari:k,road,False,expert,Ratcliffe2021,,,
AqraArbilArabic-67_road-1-1,AqraArbilArabic-67_road-1,tˁareeq,road,False,expert,Ratcliffe2021,,,
GulfArabic-67_road-1-1,GulfArabic-67_road-1,tˤariig,road,False,expert,Ratcliffe2021,,,
YemeniticArabic-67_road-1-1,YemeniticArabic-67_road-1,tˁari:g,road,False,expert,Ratcliffe2021,,,
MoroccanArabic-68_root-1-1,MoroccanArabic-68_root-1,ʒde_r,root,False,expert,Ratcliffe2021,,,
GulfArabic-68_root-1-1,GulfArabic-68_root-1,jiðir,root,False,expert,Ratcliffe2021,,,
MoroccanArabic-69_round-1-1,MoroccanArabic-69_round-1,mdˁ_uww_er,round,False,expert,Ratcliffe2021,,,
Cairene-69_round-1-1,Cairene-69_round-1,mid_aww_ar*,round,False,expert,Ratcliffe2021,,,
Damascene-69_round-1-1,Damascene-69_round-1,mdaw_war,round,False,expert,Ratcliffe2021,,,
Iraqi-69_round-1-1,Iraqi-69_round-1,mdaw_war,round,False,expert,Ratcliffe2021,,,
Soukhne-69_round-1-1,Soukhne-69_round-1,mda_wwar_ˁ,round,False,expert,Ratcliffe2021,,,
AqraArbilArabic-69_round-1-1,AqraArbilArabic-69_round-1,məda_wwər_ˁ,round,False,expert,Ratcliffe2021,,,
GulfArabic-69_round-1-1,GulfArabic-69_round-1,muda_wwar,round,False,expert,Ratcliffe2021,,,
YemeniticArabic-69_round-1-1,YemeniticArabic-69_round-1,muda_wwar*,round,False,expert,Ratcliffe2021,,,
NigerianArabic-69_round-1-1,NigerianArabic-69_round-1,da:jir,round,False,expert,Ratcliffe2021,,,
MoroccanArabic-70_sand-1-1,MoroccanArabic-70_sand-1,rˁe_mla,sand,False,expert,Ratcliffe2021,,,
Maltese-70_sand-1-1,Maltese-70_sand-1,ram_el,sand,False,expert,Ratcliffe2021,,,
Cairene-70_sand-1-1,Cairene-70_sand-1,ram_l*,sand,False,expert,Ratcliffe2021,,,
Damascene-70_sand-1-1,Damascene-70_sand-1,raməl,sand,False,expert,Ratcliffe2021,,,
Iraqi-70_sand-1-1,Iraqi-70_sand-1,ramu_lˁ,sand,False,expert,Ratcliffe2021,,,
Soukhne-70_sand-1-1,Soukhne-70_sand-1,ramlˁ,sand,False,expert,Ratcliffe2021,,,
GulfArabic-70_sand-1-1,GulfArabic-70_sand-1,ramil,sand,False,expert,Ratcliffe2021,,,
Kinubi-70_sand-1-1,Kinubi-70_sand-1,lumra,sand,False,expert,Ratcliffe2021,,,
MoroccanArabic-71_say-1-1,MoroccanArabic-71_say-1,qal,say,False,expert,Ratcliffe2021,,,
Maltese-71_say-1-1,Maltese-71_say-1,ʔal,say,False,expert,Ratcliffe2021,,,
Cairene-71_say-1-1,Cairene-71_say-1,ʔa:l*,say,False,expert,Ratcliffe2021,,,
Damascene-71_say-1-1,Damascene-71_say-1,ʔa:l,say,False,expert,Ratcliffe2021,,,
Iraqi-71_say-1-1,Iraqi-71_say-1,ga:l,say,False,expert,Ratcliffe2021,,,
Soukhne-71_say-1-1,Soukhne-71_say-1,ka:lˤ,say,False,expert,Ratcliffe2021,,,
AqraArbilArabic-71_say-1-1,AqraArbilArabic-71_say-1,qa:l,say,False,expert,Ratcliffe2021,,,
CypriotArabic-71_say-1-1,CypriotArabic-71_say-1,q-w-_l,say,False,expert,Ratcliffe2021,,,
GulfArabic-71_say-1-1,GulfArabic-71_say-1,gaal,say,False,expert,Ratcliffe2021,,,
YemeniticArabic-71_say-1-1,YemeniticArabic-71_say-1,ga:l,say,False,expert,Ratcliffe2021,,,
NigerianArabic-71_say-1-1,NigerianArabic-71_say-1,ga:l,say,False,expert,Ratcliffe2021,,,
Buxari-71_say-1-1,Buxari-71_say-1,qɔɔl,say,False,expert,Ratcliffe2021,,,
Maltese-72_see-1-1,Maltese-72_see-1,ra,see,False,expert,Ratcliffe2021,,,
AqraArbilArabic-72_see-1-1,AqraArbilArabic-72_see-1,arˁa,see,False,expert,Ratcliffe2021,,,
Damascene-73_seed-1-1,Damascene-73_seed-1,bəzr_e,seed,False,expert,Ratcliffe2021,,,
Iraqi-73_seed-1-1,Iraqi-73_seed-1,bazra,seed,False,expert,Ratcliffe2021,,,
Soukhne-73_seed-1-1,Soukhne-73_seed-1,biðr,seed,False,expert,Ratcliffe2021,,,
AqraArbilArabic-73_seed-1-1,AqraArbilArabic-73_seed-1,bazər_ħabb,seed,False,expert,Ratcliffe2021,,,
CypriotArabic-73_seed-1-1,CypriotArabic-73_seed-1,ptar_b-z-_r,seed,False,expert,Ratcliffe2021,,,
GulfArabic-73_seed-1-1,GulfArabic-73_seed-1,baðr_a,seed,False,expert,Ratcliffe2021,,,
Maltese-74_sit-1-1,Maltese-74_sit-1,ʔaʕa_d,sit,False,expert,Ratcliffe2021,,,
Cairene-74_sit-1-1,Cairene-74_sit-1,ʔaʕa_d,sit,False,expert,Ratcliffe2021,,,
Damascene-74_sit-1-1,Damascene-74_sit-1,ʔaʕad,sit,False,expert,Ratcliffe2021,,,
Iraqi-74_sit-1-1,Iraqi-74_sit-1,giʕad,sit,False,expert,Ratcliffe2021,,,
Soukhne-74_sit-1-1,Soukhne-74_sit-1,kaʕa_d,sit,False,expert,Ratcliffe2021,,,
AqraArbilArabic-74_sit-1-1,AqraArbilArabic-74_sit-1,qəʕə_d,sit,False,expert,Ratcliffe2021,,,
CypriotArabic-74_sit-1-1,CypriotArabic-74_sit-1,q-ʕ-_d,sit,False,expert,Ratcliffe2021,,,
GulfArabic-74_sit-1-1,GulfArabic-74_sit-1,gaʕa_d,sit,False,expert,Ratcliffe2021,,,
NigerianArabic-74_sit-1-1,NigerianArabic-74_sit-1,ga’ad,sit,False,expert,Ratcliffe2021,,,
Buxari-74_sit-1-1,Buxari-74_sit-1,qaʕad,sit,False,expert,Ratcliffe2021,,,
MoroccanArabic-75_skin-1-1,MoroccanArabic-75_skin-1,ʒel_d,skin,False,expert,Ratcliffe2021,,,
Maltese-75_skin-1-1,Maltese-75_skin-1,ʤil_da,skin,False,expert,Ratcliffe2021,,,
Cairene-75_skin-1-1,Cairene-75_skin-1,gild_*,skin,False,expert,Ratcliffe2021,,,
Damascene-75_skin-1-1,Damascene-75_skin-1,ʤələ_d,skin,False,expert,Ratcliffe2021,,,
Iraqi-75_skin-1-1,Iraqi-75_skin-1,ʤilid,skin,False,expert,Ratcliffe2021,,,
Soukhne-75_skin-1-1,Soukhne-75_skin-1,ʦild,skin,False,expert,Ratcliffe2021,,,
AqraArbilArabic-75_skin-1-1,AqraArbilArabic-75_skin-1,ʤəld,skin,False,expert,Ratcliffe2021,,,
GulfArabic-75_skin-1-1,GulfArabic-75_skin-1,ʤild,skin,False,expert,Ratcliffe2021,,,
YemeniticArabic-75_skin-1-1,YemeniticArabic-75_skin-1,ʤild,skin,False,expert,Ratcliffe2021,,,
NigerianArabic-75_skin-1-1,NigerianArabic-75_skin-1,ʤilde,skin,False,expert,Ratcliffe2021,,,
Buxari-75_skin-1-1,Buxari-75_skin-1,dƷild,skin,False,expert,Ratcliffe2021,,,
Kinubi-75_skin-1-1,Kinubi-75_skin-1,Gildu,skin,False,expert,Ratcliffe2021,,,
Cairene-76_sleep-1-1,Cairene-76_sleep-1,naam,sleep,False,expert,Ratcliffe2021,,,
Damascene-76_sleep-1-1,Damascene-76_sleep-1,na:m,sleep,False,expert,Ratcliffe2021,,,
Iraqi-76_sleep-1-1,Iraqi-76_sleep-1,na:m,sleep,False,expert,Ratcliffe2021,,,
Soukhne-76_sleep-1-1,Soukhne-76_sleep-1,na:m,sleep,False,expert,Ratcliffe2021,,,
AqraArbilArabic-76_sleep-1-1,AqraArbilArabic-76_sleep-1,na:m,sleep,False,expert,Ratcliffe2021,,,
CypriotArabic-76_sleep-1-1,CypriotArabic-76_sleep-1,n-w-m,sleep,False,expert,Ratcliffe2021,,,
GulfArabic-76_sleep-1-1,GulfArabic-76_sleep-1,naam,sleep,False,expert,Ratcliffe2021,,,
NigerianArabic-76_sleep-1-1,NigerianArabic-76_sleep-1,no:m,sleep,False,expert,Ratcliffe2021,,,
Buxari-76_sleep-1-1,Buxari-76_sleep-1,naum,sleep,False,expert,Ratcliffe2021,,,
Kinubi-76_sleep-1-1,Kinubi-76_sleep-1,num,sleep,False,expert,Ratcliffe2021,,,
MoroccanArabic-77_small-1-1,MoroccanArabic-77_small-1,sˁγi_rˁ,small,False,expert,Ratcliffe2021,,,
Maltese-77_small-1-1,Maltese-77_small-1,zγir,small,False,expert,Ratcliffe2021,,,
